"__NounName","Name","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Process","svchost","581","104980480","15339520","26673152","29152",,,,,,,,"8",,,,,,"581","696",".","0","",,,,,"29152","29152","26673152","26673152","153352","153352","39018496","39018496","78123008","78123008","152739840","152739840",,,"26673152","26673152",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"104980480","104980480","False",,,,"15339520","15339520",,
"Process","svchost","432","91910144","11821056","11014144","33120",,,,,,,,"8",,,,,,"432","836",".","0","",,,,,"33120","33120","11014144","11014144","162144","162144","12357632","12357632","69652480","69652480","97071104","97071104",,,"11014144","11014144",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"91910144","91910144","False",,,,"11821056","11821056",,
"Process","svchost","446","56385536","5136384","6344704","16248",,,,,,,,"8",,,,,,"446","944",".","0","",,,,,"16248","16248","6344704","6344704","97856","97856","6627328","6627328","41848832","41848832","59236352","59236352",,,"6344704","6344704",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"56385536","56385536","False",,,,"5136384","5136384",,
"Process","svchost","2716","462036992","45162496","50749440","56624",,,,,,,,"8",,,,,,"2716","1040",".","0","",,,,,"56624","56624","50749440","50749440","275048","275048","65765376","65765376","129122304","129122304","818470912","818470912",,,"50749440","50749440",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"462036992","462036992","False",,,,"45162496","45162496",,
"Process","svchost","248","104636416","15826944","17100800","21512",,,,,,,,"8",,,,,,"248","1108",".","0","",,,,,"21512","21512","17100800","17100800","148704","148704","20561920","20561920","71782400","71782400","119934976","119934976",,,"17100800","17100800",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"104636416","104636416","False",,,,"15826944","15826944",,
"Process","svchost","670","488288256","12075008","33861632","56480",,,,,,,,"8",,,,,,"670","1508",".","0","",,,,,"56480","56480","33861632","33861632","178960","178960","63975424","63975424","96083968","96083968","493268992","493268992",,,"33861632","33861632",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"488288256","488288256","False",,,,"12075008","12075008",,
"Process","svchost","197","39829504","4345856","5210112","16248",,,,,,,,"8",,,,,,"197","1712",".","0","",,,,,"16248","16248","5210112","5210112","62720","62720","5316608","5316608","25817088","25817088","41926656","41926656",,,"5210112","5210112",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"39829504","39829504","False",,,,"4345856","4345856",,
"Process","svchost","354","87117824","14385152","17301504","35968",,,,,,,,"8",,,,,,"354","1744",".","0","",,,,,"35968","35968","17301504","17301504","99496","99496","136884224","136884224","98742272","98742272","193155072","193155072",,,"17301504","17301504",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"87117824","87117824","False",,,,"14385152","14385152",,
"Process","svchost","60","25952256","1273856","2654208","7416",,,,,,,,"8",,,,,,"60","2752",".","0","",,,,,"7416","7416","2654208","2654208","46608","46608","3260416","3260416","18702336","18702336","26996736","26996736",,,"2654208","2654208",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"25952256","25952256","False",,,,"1273856","1273856",,
"Process","svchost","103","52326400","1544192","3772416","10392",,,,,,,,"8",,,,,,"103","5352",".","0","",,,,,"10392","10392","3772416","3772416","96112","96112","16760832","16760832","43864064","43864064","53506048","53506048",,,"3772416","3772416",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"52326400","52326400","False",,,,"1544192","1544192",,
"Process","svchost","104","35823616","3325952","4046848","12544",,,,,,,,"8",,,,,,"104","5400",".","0","",,,,,"12544","12544","4046848","4046848","63432","63432","4362240","4362240","26488832","26488832","37179392","37179392",,,"4046848","4046848",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"35823616","35823616","False",,,,"3325952","3325952",,
"Process","svchost","357","60100608","8613888","11382784","22560",,,,,,,,"8",,,,,,"357","6112",".","0","",,,,,"22560","22560","11382784","11382784","98760","98760","12001280","12001280","44650496","44650496","63770624","63770624",,,"11382784","11382784",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"60100608","60100608","False",,,,"8613888","8613888",,
"Process","System","1974","19783680","13303808","376832","0",,,,,,,,"8",,,,,,"1974","4",".","0","",,,,,"0","0","376832","376832","0","0","30068736","30068736","35000320","35000320","42156032","42156032",,,"376832","376832",,"System",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"19783680","19783680","False",,,,"13303808","13303808",,
"Process","taskeng","104","65593344","1556480","2555904","8656",,,"0,0156001",,,,,"8",,,,,,"104","4648",".","0","",,,,,"8656","8656","2555904","2555904","121824","121824","2777088","2777088","7077888","7077888","79437824","79437824",,,"2555904","2555904","00:00:00.0156001","taskeng",,"True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:15:53",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156001","00:00:00","65593344","65593344","False",,,,"1556480","1556480",,
"Process","taskeng","133","79319040","4763648","5545984","11056","C:\WINDOWS\system32\taskeng.exe","Microsoft Corporation","0,8580055","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Task Scheduler Engine","Microsoft? Windows? Operating System","8",,"False",,"2404","Microsoft.Win32.SafeHandles.SafeProcessHandle","133","7832",".","0","","System.Diagnostics.ProcessModule (taskeng.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11056","11056","5545984","5545984","142840","142840","5713920","5713920","10444800","10444800","80891904","80891904","True","Normal","5545984","5545984","00:00:00.7332047","taskeng","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:23",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8580055","00:00:00.1248008","79319040","79319040","False",,,,"4763648","4763648",,
"Process","taskhost","333","463994880","11665408","18006016","32184","C:\WINDOWS\system32\taskhost.exe","Microsoft Corporation","7,0356451","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Host Process for Windows Tasks","Microsoft? Windows? Operating System","8",,"False",,"2508","Microsoft.Win32.SafeHandles.SafeProcessHandle","333","4912",".","0","","System.Diagnostics.ProcessModule (taskhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32184","32184","18006016","18006016","230608","230608","34766848","34766848","18788352","18788352","740597760","740597760","True","Normal","18006016","18006016","00:00:05.0856326","taskhost","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:15:53",,"System.Diagnostics.ProcessThreadCollection","00:00:07.0356451","00:00:01.9500125","463994880","463994880","False",,,,"11665408","11665408",,
"Process","taskhost","101","72114176","544768","4096000","9064",,,"0,0624004",,,,,"8",,,,,,"101","9112",".","0","",,,,,"9064","9064","4096000","4096000","135856","135856","4149248","4149248","6696960","6696960","72638464","72638464",,,"4096000","4096000","00:00:00.0624004","taskhost",,"True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:45:45",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0624004","00:00:00","72114176","72114176","False",,,,"544768","544768",,
"Process","TOTALCMD64","442","558391296","33718272","28729344","40032","C:\totalcmd\TOTALCMD64.EXE","Ghisler Software GmbH","44,3978846","9.0.1.0","9.0a","Total Commander","Total Commander","8",,"False",,"2424","Microsoft.Win32.SafeHandles.SafeProcessHandle","442","8956",".","1182502","Total Commander (x64) 9.0a - NOT REGISTERED","System.Diagnostics.ProcessModule (TOTALCMD64.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","40032","40032","28729344","28729344","480200","480200","36732928","36732928","36048896","36048896","618987520","618987520","True","Normal","28729344","28729344","00:00:25.4749633","TOTALCMD64","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:54:16",,"System.Diagnostics.ProcessThreadCollection","00:00:44.3978846","00:00:18.9229213","558391296","558391296","False",,,,"33718272","33718272",,
"Process","tphkload","261","73695232","3719168","8990720","18744",,,,,,,,"8",,,,,,"261","2440",".","0","",,,,,"18744","18744","8990720","8990720","129320","129320","9080832","9080832","11190272","11190272","76840960","76840960",,,"8990720","8990720",,"tphkload",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"73695232","73695232","False",,,,"3719168","3719168",,
"Process","TPHKSVC","211","59133952","1482752","3362816","16016",,,,,,,,"8",,,,,,"211","3032",".","0","",,,,,"16016","16016","3362816","3362816","99984","99984","3493888","3493888","7680000","7680000","61755392","61755392",,,"3362816","3362816",,"TPHKSVC",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"59133952","59133952","False",,,,"1482752","1482752",,
"Process","tpnumlkd","187","57368576","1896448","3719168","13904",,,,,,,,"13",,,,,,"187","4828",".","66064","",,,,,"13904","13904","3719168","3719168","107664","107664","3837952","3837952","8462336","8462336","59879424","59879424",,,"3719168","3719168",,"tpnumlkd",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"57368576","57368576","False",,,,"1896448","1896448",,
"Process","TPONSCR","106","73920512","3993600","2580480","10456","C:\Program Files\Lenovo\HOTKEY\TPONSCR.EXE","Lenovo Group Limited","2,184014","8.70","8.70","On screen display drawer","On Screen Display","8",,"False",,"2504","Microsoft.Win32.SafeHandles.SafeProcessHandle","106","4472",".","0","","System.Diagnostics.ProcessModule (TPONSCR.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10456","10456","2580480","2580480","131752","131752","2736128","2736128","7729152","7729152","77852672","77852672","True","Normal","2580480","2580480","00:00:01.7316111","TPONSCR","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:15:53",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1840140","00:00:00.4524029","73920512","73920512","False",,,,"3993600","3993600",,
"Process","TpShocks","122","78528512","6131712","4956160","10568","C:\Windows\System32\TpShocks.exe","Lenovo.","0,9048058","1.81.0000.0008","1.81","Active Protection System","Active Protection System","8",,"False",,"1848","Microsoft.Win32.SafeHandles.SafeProcessHandle","122","6208",".","0","","System.Diagnostics.ProcessModule (TpShocks.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10568","10568","4956160","4956160","146304","146304","5091328","5091328","10252288","10252288","82976768","82976768","True","Normal","4956160","4956160","00:00:00.7332047","TpShocks","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:04",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9048058","00:00:00.1716011","78528512","78528512","False",,,,"6131712","6131712",,
"Process","UcMapi","913","237379584","14286848","12148736","30856","C:\Program Files (x86)\Microsoft Office\Office15\UcMapi.exe","Microsoft Corporation","41,4494657","15.0.4867.1000","15.0.4867.1000","Skype for Business","Microsoft Office 2013","8",,"False",,"1932","Microsoft.Win32.SafeHandles.SafeProcessHandle","913","5588",".","0","","System.Diagnostics.ProcessModule (UcMapi.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30856","30856","12148736","12148736","432456","432456","12922880","12922880","25747456","25747456","250310656","250310656","True","Normal","12148736","12148736","00:00:33.6962160","UcMapi","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:17:22",,"System.Diagnostics.ProcessThreadCollection","00:00:41.4494657","00:00:07.7532497","237379584","237379584","False",,,,"14286848","14286848",,
"Process","UCMS","830","680759296","53895168","58454016","63120",,,,,,,,"8",,,,,,"830","1168",".","0","",,,,,"63120","63120","58454016","58454016","469104","469104","59629568","59629568","73662464","73662464","702238720","702238720",,,"58454016","58454016",,"UCMS",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"680759296","680759296","False",,,,"53895168","53895168",,
"Process","UCMS-GuiServer","300","779714560","14094336","82341888","41056","C:\Program Files\ManagedPC\UCMS\Core\UCMS-GuiServer.exe","","1,3416086","1.1.4.3","1.1.4.3","GuiServer","","8",,"False",,"1652","Microsoft.Win32.SafeHandles.SafeProcessHandle","300","15724",".","0","","System.Diagnostics.ProcessModule (UCMS-GuiServer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","41056","41056","82341888","82341888","642168","642168","83349504","83349504","65462272","65462272","795471872","795471872","True","Normal","82341888","82341888","00:00:00.7644049","UCMS-GuiServer","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 10:00:32",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3416086","00:00:00.5772037","779714560","779714560","False",,,,"14094336","14094336",,
"Process","UdaterUI","141","99950592","5423104","4423680","17824","C:\Program Files (x86)\McAfee\Common Framework\UdaterUI.exe","McAfee, Inc.","3,1044199","4.8.0.1938","4.8.0","Common User Interface","McAfee Agent","8",,"False",,"2044","Microsoft.Win32.SafeHandles.SafeProcessHandle","141","5632",".","0","","System.Diagnostics.ProcessModule (UdaterUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17824","17824","4423680","4423680","169992","169992","4591616","4591616","9478144","9478144","107368448","107368448","True","Normal","4423680","4423680","00:00:01.2480080","UdaterUI","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:15:57",,"System.Diagnostics.ProcessThreadCollection","00:00:03.1044199","00:00:01.8564119","99950592","99950592","False",,,,"5423104","5423104",,
"Process","unsecapp","71","29515776","2138112","1589248","6784",,,,,,,,"8",,,,,,"71","3480",".","0","",,,,,"6784","6784","1589248","1589248","55248","55248","1679360","1679360","5259264","5259264","32661504","32661504",,,"1589248","1589248",,"unsecapp",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"29515776","29515776","False",,,,"2138112","2138112",,
"Process","updtaskmgr","127","544223232","9199616","30126080","23836",,,,,,,,"8",,,,,,"127","10940",".","0","",,,,,"23836","23836","30126080","30126080","240464","240464","31170560","31170560","17502208","17502208","549785600","549785600",,,"30126080","30126080",,"updtaskmgr",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"544223232","544223232","False",,,,"9199616","9199616",,
"Process","VsHub","754","239308800","18472960","29405184","53348","C:\Program Files (x86)\Common Files\Microsoft Shared\VsHub\1.0.0.0\vshub.exe","Microsoft Corporation","3,0108193","14.0.25420.1","14.0.25420.1","VsHub.exe","Microsoft? Visual Studio? 2015","8",,"False",,"1916","Microsoft.Win32.SafeHandles.SafeProcessHandle","754","952",".","0","","System.Diagnostics.ProcessModule (vshub.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","53348","53348","29405184","29405184","352000","352000","30208000","30208000","50720768","50720768","250327040","250327040","True","Normal","29405184","29405184","00:00:00.6708043","VsHub","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 10:53:47",,"System.Diagnostics.ProcessThreadCollection","00:00:03.0108193","00:00:02.3400150","239308800","239308800","False",,,,"18472960","18472960",,
"Process","VsTskMgr","203","90210304","2039808","4329472","23328",,,,,,,,"8",,,,,,"203","2188",".","0","",,,,,"23328","23328","4329472","4329472","118776","118776","4456448","4456448","8663040","8663040","94236672","94236672",,,"4329472","4329472",,"VsTskMgr",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"90210304","90210304","False",,,,"2039808","2039808",,
"Process","wininit","83","46444544","163840","1728512","9992",,,,,,,,"13",,,,,,"83","748",".","0","",,,,,"9992","9992","1728512","1728512","96216","96216","2121728","2121728","5013504","5013504","54812672","54812672",,,"1728512","1728512",,"wininit",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"46444544","46444544","False",,,,"163840","163840",,
"Process","winlogon","120","60837888","2338816","4325376","10392",,,,,,,,"13",,,,,,"120","1252",".","0","",,,,,"10392","10392","4325376","4325376","111368","111368","4558848","4558848","30650368","30650368","82857984","82857984",,,"4325376","4325376",,"winlogon",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"60837888","60837888","False",,,,"2338816","2338816",,
"Process","WINWORD","456","363769856","22843392","44216320","55280","C:\Program Files (x86)\Microsoft Office\Office14\WINWORD.EXE","Microsoft Corporation","243,7983628","14.0.7177.5000","14.0.7177.5000","Microsoft Word","Microsoft Office 2010","8",,"False",,"1212","Microsoft.Win32.SafeHandles.SafeProcessHandle","456","7112",".","1903452","Group_Informatics_Design_Specification_GXP_ETL-EDW.docx - Microsoft Word","System.Diagnostics.ProcessModule (WINWORD.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","55280","55280","44216320","44216320","624504","624504","52756480","52756480","92708864","92708864","386322432","386322432","True","Normal","44216320","44216320","00:01:13.7728729","WINWORD","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 14:17:31",,"System.Diagnostics.ProcessThreadCollection","00:04:03.7983628","00:02:50.0254899","363769856","363769856","False",,,,"22843392","22843392",,
"Process","WmiPrvSE","293","100020224","6283264","14995456","19560",,,,,,,,"8",,,,,,"293","3492",".","0","",,,,,"19560","19560","14995456","14995456","103592","103592","37793792","37793792","38977536","38977536","151642112","151642112",,,"14995456","14995456",,"WmiPrvSE",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"100020224","100020224","False",,,,"6283264","6283264",,
"Process","WmiPrvSE","432","97087488","17555456","14327808","20280",,,,,,,,"8",,,,,,"432","3532",".","0","",,,,,"20280","20280","14327808","14327808","143864","143864","19963904","19963904","21065728","21065728","145051648","145051648",,,"14327808","14327808",,"WmiPrvSE",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"97087488","97087488","False",,,,"17555456","17555456",,
"Process","WmiPrvSE","140","58888192","5156864","6144000","10984",,,,,,,,"8",,,,,,"140","4796",".","0","",,,,,"10984","10984","6144000","6144000","76792","76792","10645504","10645504","12873728","12873728","65646592","65646592",,,"6144000","6144000",,"WmiPrvSE",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"58888192","58888192","False",,,,"5156864","5156864",,
"Process","WmiPrvSE","126","32993280","2154496","3276800","9496",,,,,,,,"8",,,,,,"126","10036",".","0","",,,,,"9496","9496","3276800","3276800","59304","59304","3461120","3461120","6729728","6729728","34041856","34041856",,,"3276800","3276800",,"WmiPrvSE",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"32993280","32993280","False",,,,"2154496","2154496",,
"Process","WmiPrvSE","136","54648832","7274496","5431296","14472",,,,,,,,"8",,,,,,"136","10448",".","0","",,,,,"14472","14472","5431296","5431296","93432","93432","6606848","6606848","13242368","13242368","67170304","67170304",,,"5431296","5431296",,"WmiPrvSE",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"54648832","54648832","False",,,,"7274496","7274496",,
